description,label
นัดวันที่ 8 แล้วไม่มา,reject
ป้ายรถเมล์บางแคไม่มีไฟฝั่งขาเข้า,รถสาธารณะ
ปัญหาการก่อสร้างอาคารสูง ซอยเจริญนคร 27 โครงการเชปเตอร์ เจริญนคร ของบริษัทพฤกษาฯ สร้างผลกระทบให้กับชุมชน วัด และโรงเรียน เสียหายมา 2-3 ปี ยังไม่ยอมแก้ไข สร้างซ่อมแซมเยียวยา สนง.เขตคลองสาน สนย.ประวิงเวลา ตกลงจะให้มีการพูดคุยเพื่อรายงานปัญหากันทุกเดือน ขอทราบไทม์ไลน์ในการแก้ไขปัญหา ก็ไม่ปฏิบัติตาม โยธาที่เขตนี้เกเรมาก,อาคารสถานที่ชำรุด
ถนนมีความชำรุด เป็นหลุมครับ,"('ถนน', 'พื้นผิวถนนชำรุด')"
น้ำเน่าเสีย ส่งกลิ่นเหม็นในคลอง ตรงบริเวณ สุขขุมวิท 49/13 รวมทั้งมีรั้วบางส่วนหายไป อยู่ในซอยมา 4-5ปี ไม่เคยมีใครทำอะไรเลยค่ะ น้ำดำ ส่งกลิ่นเหม็น,"('ขยะ', 'น้ำเน่าเสีย')"
บ้านร้างในซอย ต้นไม้รก งูชุม ชาวบ้านไม่ปลอดภัย วอนเขตช่วยดูแล,ต้นไม้
ปากซอยเพชรเกษม 45/1 ตรงป้ายรถเมล์ไม่มีไฟเลยค่ะ,รถสาธารณะ
ท่อประปาแตกก่อนเข้ามิเตอร์ สูญเสียน้ำมาหลายเดือนแล้ว,ประปา
ทางม้าลายหาย หลังราดยางมะตอยถนนใหม่,"('ถนน', 'ทางม้าลาย')"
ซอยฉลองกรุง 53 ซอยย้อยข้างโรงงานเอพลัส มีน้ำท่วมขังตลอดเวลาค่ะ,น้ำท่วม
มีการเผาอะไรไม่รู้ค่ะส่งกลิ่นไหม้ รบกวนเข้าที่บ้านค่ะ,มลภาวะทางอากาศ
ขอเปลี่ยนเป็นแจ้งเขตบางแคให้มาตัดเถาวัลย์ที่พันสายไฟฟ้าครับ,ต้นไม้
ทางเท้า ทรุด ทำให้เกิดอุบัติเหตุต่อประชาชน ทั้งคนแก่ และ เด็ก  ใต้สะพานกลับรถ ชุมชนวัดตึก รามคำแหง 39  [ ซอยเขตวังทองหลาง ],การเข้าถึงของคนพิการ&ผู้สูงอายุ
ภาพถ่ายประมาณช่วงเที่ยง,reject
เวลาเกือบตี 2 ยังคงทำงานก่อสร้าง ส่งเสียงรบกวน เนื่องจากบริเวณรอบๆเป็นหอพัก,เสียง
คนจร กิน นอน ขี่ บริเวณป้ายรถเมล์ทางด่วนบางเขน ขาออกวิภาวดีรังสิต,คนไร้บ้าน&ขอทาน
ทางม้าลายและทางกลับรถเป็นจุดเดียวกัน รถจากฝั่งตรงข้ามวิ่งมาเร็วรวมถึงรถต่อคิวรอกลับรถ ทำให้คนข้ามถนนอันตรายมาก,"('ถนน', 'ทางม้าลาย')"
ฝาท่อทรุด เป็นรู,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
มีการสร้างตึก/อาคาร บนพื้นที่สาธารณะ,อาคารสถานที่ชำรุด
ต้องการร้องทุกข์ต่อท่านผู้ว่าโดยตรงเพราะร้องต่อผอ.เขตแล้วท่านปฏิเสธจะไม่ทำหน้าที่ ไม่ทราบจะสามารถใช้ช่องทางไหนที่เรื่องจะได้รับการดูแลอย่างจริงจัง,กรุงเทพโปร่งใส&ทุจริต
ร้านอาหารในตลาดรปะตูกรุงเทพส่งเสียงดังตั้งแต่เวลา 21.00น.-02.00น.,เสียง
แจ้งเรื่องการวางท่อ และหลุมที่ทางเท้าครับ,"('ทางเท้า', 'ทางเท้าชำรุด')"
มีการขับขี่มอเตอร์ไซค์บนทางเท้าโดยเป็นวินมอเตอร์ไซค์หมายเลขเสื้อคือ23,วินมอเตอร์ไซค์
ถนนสีลม ทุบคันหินทาวเท้าเดิมออก แล้วสร้างแบบเดิมเป๊ะ แล้วอันเก่าจะทุบทำไม เพื่อต้องใช่วยหรือไม่ มีการทุจริตหรือไม่,กรุงเทพโปร่งใส&ทุจริต
ไฟท้ายซอยบางคอแหลม ซอย 2 ดับ มืดมาก คนเฒ่าคนแก่เดินลำบากในยามกลางคืนค่ะ,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
ต้นไม้หักโค่น,ต้นไม้
ฝาปิดไม่สนิทค่ะ,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
กระเบื้องฟุตบาตเสียหาย,"('ทางเท้า', 'ทางเท้าชำรุด')"
ป้ายรถเมล์ตรฝข้ามสวนจตุจักร เก้าอี้รอรถแตก,รถสาธารณะ
ป้ายรถเมล์ไม่มีไฟและเก้าอี้ชำรุด,รถสาธารณะ
ถนนมารีย์ ซ.6  ถนนชำรุด มีน้ำขัง,"('ถนน', 'พื้นผิวถนนชำรุด')"
ในซอยมีแมวจรหลายตัวค่ะ (บางตัวค่อนข้างดุนะคะ),สัตว์
เป็นฝั่งถนนอุดมสุขนะครับ,reject
ขอฝากเรื่องร้องเรียนเกี่ยวกับสัญญาณไฟข้ามถนนบริเวณสถานีMRTวัดมังกรฝั่งประตูออกซ.แปลงนาม มีเสาสัญญาณไฟแต่ใช้งานไม่ได้ คนข้ามทางม้าลายต้องเสี่ยงตายหาทางข้ามกันเองเพราะไม่เคยมีรถยอมจอดให้ค่ะ,"('ถนน', 'ทางม้าลาย')"
วินมอเตอร์ไซค์ท่าน้ำพรานนก เบอร์22 ขับรถเร็ว แซงและปาด,วินมอเตอร์ไซค์
ที่จอดรถไม่มีการป้องกันทำให้เกิดการขโมยรถจักรยานยนต์,อาคารสถานที่ชำรุด
แจ้งปัญหาตู้คอนเทนเนอร์กีดขวางทางเท้า,"('ทางเท้า', 'รถจอดขวางทางเท้า')"
Suan Sunandha Rajabhat University https://goo.gl/maps/NovSf3vSTb4mLe7t6 ป้ายรถเมล์หน้าราชภัฏสวนสุนันทา ตรงข้าม Café Amazon TI Container Mall,reject
ท่อปิดไม่สนิทโอนเอน,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ต้นไม้ใหญ่ริมคลองใบไม้ร่วงและฝนตกเสี่ยงต่อการล้มเป็นอันตราย,ต้นไม้
เขตสาทร ไม่แก้ไขปัญหาทางเท้าเลย แจ้งไปหลายวัน หลายรอบมาก ๆ เกิน 20 เดินก็ไม่สะดวก เหม็น สกปรกมาก ๆ ละยังมาบอกว่าแจ้งตำแหน่งไม่ชัดเจน ทำหน้าที่หน่อย โปร่งใส่หน่อย หลายวันแล้วต้องแจ้งเรื่องเดิม ๆ ทีอันที่ไม่ระบุตำแหน่ง เร็วเชียว เลิกได้แล้วทำงานแบบเดิม ๆ,กรุงเทพโปร่งใส&ทุจริต
หมาจรจัด 8-10 ตัว วิ่งไล่เห่าคนเดินผ่าน,สัตว์
คุณแม่เป็น อัลไซเมอร์ค่ะ พิการติดเตียง ตอนนี้มีอาการคาดว่าปวดฟัน เหงือกบวมแดงมาก โทรติดต่อคลินิค/รพ.รัฐ แจ้งว่าเปนคนพิการ ยังไม่มีที่ไหนรับนัดเลยค่ะ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
ทางม้าลายซีดมากๆไม่มีสี,"('ถนน', 'ทางม้าลาย')"
ติดต่อกับ จนท.เขต ไม่ทราบชื่อค่ะ,reject
อู่ซ่อมรถ จอดรถบนทางเท้าและขอบทาง ขวางช่องทางการจราจร  มีการจอดรถตลอดเวลา ทุกวัน ทั้งบนทางเท้าและช่องทางจราจร  ทำให้รถที่ถูกบังคับเลี้ยวซ้ายมาจาก ถนน  ศาลาธรรมสพน์  กลับรถเข้าถนน พุทธมณฑล สาย 2 ต้องมาเจอรถจอดข้างทาง บางครั้งมีรถจอดทั้ง 2 ฝั่งถนน ทั้งซ้ายและขวา ต้องการให้กวดขัน จับกุม ปรับ เพื่อไม่ให้กระทำอีกต่อไป,"('ถนน', 'รถจอดขวางถนน')"
หมู่บ้านธนาสุข/กิตติยา ถนนมาเจริญ แขวงหนองแขมนะคะ สนง เขตมาเก็บขยะที่หมู่บ้านสัปดาห์ละแค่ 1 ครั้งค่ะ ทำให้ขยะล้นหน้าบ้านทุกบ้านเลย พอแต่ละบ้านทนไม่ไหวก็ต้องหิ้วขยะเอาไปทิ้งที่หน้าถนนเอง คนแก่ๆก็ต้องทำต้องข้ามถนนไปทิ้ง ซึ่งเสี่ยงกับการถูกรถชน ลำบากมาก อยากให้มาเก็บขยะสัปดาห์ละ 2 ครั้งได้หรือเปล่าคะ,"('ขยะ', 'ขยะ')"
สีลมซอย 6 ฝนตกนิดหน่อยน้ำก็ท่วมเเล้วอะค่ะ เป็นเส้นทางที่ชาวต่างชาติเดินตัดผ่านจากถนนสุรวงศ์ ค่ะ,น้ำท่วม
ไฟจราจร และสัญญาณข้ามถนน,"('ถนน', 'ทางม้าลาย')"
ทางม้าลายไม่มีไฟคนข้าม ข้ามถนนค่อนข้างลำบากเนื่องจากเป็นวันเวย์รถวิ่งเร็ว,"('ถนน', 'ทางม้าลาย')"
กรุณาปิดบังข้อมูลการแจ้งนี้เป็นความลับด้วย,reject
ถนนชำรุดหน้าป้ายรถเมล์สถานีสนามเป้าทางออกสาม อยู่ตรงข้ามบริเวณบริษัทเต่าบิน เขตพญาไท,"('ถนน', 'พื้นผิวถนนชำรุด')"
ไฟนี้ของร้านอาหารค่ะ ซึ่งปกติมีค่ะ ละพอมันเสีย ก็ไม่ได้การแก้ไขมาหลายปี,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
สายไฟห้อยนวมินทร์ 59 ทดสอบ,"('ไฟฟ้า', 'เสาไฟฟ้า&สายไฟฟ้า')"
ถนนในซอยสะพานขวาแย่มาก,"('ถนน', 'พื้นผิวถนนชำรุด')"
มีแผงลอยกับขอทานที่ทางเท้าที่สยามริมถนนพระราม 1,คนไร้บ้าน&ขอทาน
กิ่งไม้หักบริเวณ หน้าศาลแพ่งธนบุรีค่ะ,ต้นไม้
ร้องเรียนเรื่องการวางสิ่งของล้ำพื้นที่ส่วนรวมในหมู่บ้านเก้าวัฒนา เขตบางแค,"('ถนน', 'รถจอดขวางถนน')"
ไฟฟ้าดับมานานประมาณ 6-7 เดือน สถานที่ซอยประชาอุทิศ 37 เคยแจ้งใน APP การไฟฟ้าแล้ว แต่ยังไม่มีเจ้าหน้าที่มาซ่อม,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
ทางเท้ามีแต่ต้นไม้กับแผ่นปูนมาขวางทางเท้า,"('ทางเท้า', 'ทางเท้าชำรุด')"
ได้รูปแล้วคะ  และเนื่องจากมีคนไปแจกอาหาร  คนไร้บ้านเหล่านี้เค้าก็จะยังคงอยู่ที่เดิม  เพราะอยู่เฉยๆก็มีคนนำอาหารมาให้เป็นประจำค่ะ,คนไร้บ้าน&ขอทาน
ผู้หญิงในรูป พา ชายชราพิการ ที่ต้องให้อาหาร ทางสายฟีด มายืนขอเงินที่ตลาดวัดแขก อขากให้ตรวจสอบ ว่าคนที่พามา ทำเกินกว่าเหตุ หรือ ผิดกฎหมายอะไรไหม,การเข้าถึงของคนพิการ&ผู้สูงอายุ
มีคนข้ามเยอะครับ อยากได้ไฟแดง และทำทางม้าลายให้ดูชัดขึ้น,"('ถนน', 'ทางม้าลาย')"
ทางเดินเป็นหลุมเป็นบ่อ,"('ทางเท้า', 'ทางเท้าชำรุด')"
ขอให้จัดเจ้าหน้าที่ทำความสะอาดด้วยค่ะ,reject
ฟุตบาท ต่างระดับ เป็นอันตรายต่อคนเดินเท้า และวิลแชร์,"('ทางเท้า', 'ทางเท้าชำรุด')"
เกาะกลางทางข้ามถนนที่ออกแบบและทำขึ้นมาโดยไม่คำนึงถึงความสะดวกปลอดภัยของคนเดินข้ามใดๆ ทั้งสิ้น  สักแต่ว่ามีแบบขอไปที คนธรรมดายังเดินลำบาก ไม่ต้องพูดถึงคนแก่คนพิการ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
พระราม 2 ซอย 54 แยก 4 มีน้ำท่วมขังเวลาฝนตก ทั้งๆที่แต่ก่อนไม่เคยท่วม มันเริ่มท่วมจากการทำถนนสูงขึ้นเฉพาะตรงสี่แยกเท่านั้น ทำให้น้ำไหลไปตามทางที่ถนนเทไป,น้ำท่วม
ร้องเรียนเรื่อง การจอดรถมอเตอร์ไซค์กีดขวางทางเข้า-ออกบ้าน เรียนเขตไปหลายครั้งแล้ว แต่ยังไม่ได้รับการแก้ไข (shocked)(content),"('ถนน', 'รถจอดขวางถนน')"
สีทางม้าลายตรงแยกเจริญนคร 14 ขาดหายไปครับ,"('ถนน', 'ทางม้าลาย')"
ป้ายแนะนำเส้นทาง ก่อนถึงทางแยก แบบแขวน Over Hang ตัวอักษรสีซีดจาง ลอก และไม่สะท้อนแสงในเวลากลางคืนแล้ว บน ถ.สาธุประดิษฐ์ ฝั่งขาเข้า ปาก ซ.สาธุประดิษฐ์ 34 ก่อนถึงแยกใต้ด่วนสาธุ (พื้นที่เขต ยานนาวา),จราจร
ประมาณช่วงเย็นๆเขาจะเปิดเครื่องเสียงเสียงดังอ่ะครับเกือบจะทุกวันเลยเป็นแคมป์คนงานครับ,เสียง
แล้วก็สภาพทางเข้าแย่มากเลยค่ะ,"('ทางเท้า', 'ทางเท้าชำรุด')"
ไม่มีถังขยะมารองรับให้บริการประชาชน ทำให้ชาวบ้านมากองขยะไว้ และไม่ค่อยมีเจ้าหน้าที่เข้ามาเก็บขยะเลยค่ะ,"('ขยะ', 'ขยะ')"
น้ำท่วมซอยสุขุมวิท65ครับค่อยข้างสูงจากถนนเข้ามาในบ้านเลย,น้ำท่วม
ไฟจารจรตรงทางม้าลายแยกราชเทวี ไม่ขึ้นสีแดงห้ามข้ามค่ะ,"('ถนน', 'ทางม้าลาย')"
จอดรถในที่ห้ามจอด,"('ถนน', 'รถจอดขวางถนน')"
เเจ้งเรื่องการจัดการสายไฟเเละเสาไฟฟ้า,"('ไฟฟ้า', 'เสาไฟฟ้า&สายไฟฟ้า')"
ฝาท่อระบายน้ำทรุดตัว ต่ำกว่าผิวถนนประมาณ 10 เซนติเมตร เกรงว่าอาจจะพัง หรือทำให้รถที่วิ่งผ่านเสียหาย จุดเกิดเหตุ หน้าบ้านเลขที่ 22 ซ.นวมินทร์ 74 แยก 3-5 ถ.นวมินทร์ แขวงรามอินทรา เขตคันนายาว (มีอีกหลายฝาท่อในซอยนี้ที่ระดับต่ำกว่าผิวถนน),"('ถนน', 'ท่อระบายน้ำบนถนน')"
แจ้งเรื่องเสาไฟกีดขวางทางเดินค่ะ ตำแหน่ง 7-11 ซอยอารีย์ หน้ากรมสรรพากร,"('ทางเท้า', 'รถจอดขวางทางเท้า')"
ต้นไม้ขึ้นปกคลุมบ้านร้าง ไม่ได้รับการตัดจึงทำให้มีสัตว์เลื้อยคลานเช่นงู มากินแมว ของชาวบ้านในซอยบ่อยครั้ง ซอยจัดสรรค์วัดพบมณี 3 บน,ต้นไม้
1. แจ้งปัญหาแมวจร ที่ซอยงามวงศ์วาน 56 กับต้นซอยคุณหญิงพหลโยธินค่ะ อยากให้มีคนมาช่วยจับหาบ้าน ทำหมันให้ค่ะ,สัตว์
1.แจ้งปัญหาถนนในซอยชำรุด 2.แจ้งขอทำลูกระนาดในซอย ตั้งแต่ซอยทำใหม่ ลูกระนาดหายไป ซอยเล็กนิดเดียว ในซอยมีทั้งคนแก่ เด็ก สุนัข รถชนสุนัขบ้านตายไปหลายตัวแล้วเพราะรถขับเร็วมาก เป็นอย่างนี้มาเกือบ 10 ปีแล้วค่ะ,"('ถนน', 'พื้นผิวถนนชำรุด')"
สภาพรั้วกันรอบที่ริมบึงในโครงการอารียา ลาดปลาเค้าอยู่ในสภาพไม่ปลอดภัยต่อคนเดินทางสัญจรครับ,"('ทางเท้า', 'ทางเท้าชำรุด')"
ที่นั่งรถรถเมล์ลาดพร้าว101,รถสาธารณะ
ตัดต้นไม้,ต้นไม้
แจ้งเปลี่ยนฝาท่อระบายน้ำในซอยใกล้ๆ เตาปูนแมนชั่น เขตบางซื่อ เนื่องจากซอยนี้มีคนแก่และเด็กอาศัยอยู่จำนวนมาก นอกจากนี้อยากให้มาเก็บกวาดต้นไม้และขยะในซอยนี้ด้วย เกรงว่าจะก่อให้เกิดไฟไหม้ค่า,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
สายไฟฟ้าสอยตรงทางเท้า,"('ไฟฟ้า', 'เสาไฟฟ้า&สายไฟฟ้า')"
ซอยอินทามระ26/2 ถนนสุทธิสาร มีโรงงานเปิดเครื่องจักรเสียงดังเข้ามาในชุมชนทุกวันค่ะ ตั้งแต่08:00-18:00น. บางวันมีกลิ่นพ่นสีเหม็นมาก คนแก่และคนป่วยอาศัยอยู่เยอะ,เสียง
ร้านผักหน้า 7-11 ล่าสุด 15 กค 65 เวลา 19.00 น. ยังพบว่าตั้งแนวร้านและวางของบุกรุกฟุตบาท มีการกระทำผิดชัดเจน ขอให้ตรวจตรวจสอบการทำงานของเทศกิจเขตดินแดง ที่เพิกเฉย ละเลย ไม่จัดการ เข้าข่ายทุจริตรับสินบนจากผู้ค้าหรือไม่,กรุงเทพโปร่งใส&ทุจริต
น้ำท่วม ซอยเสือใหญ่อุทิศ รัชดา 36 แยก 9 ตลอดทั้งเส้น  น้ำท่วมเลยข้อเท้า ถึงน่องขา  แก้ปัญหาด่วนๆ,น้ำท่วม
1.ปัญหาไม่มีถนนที่รถเข้าได้ ทำให้คนแก่ คนเจ็บป่วยเข้าออกลำบาก  ในซอยราชพฤกษ์ ซอย8 แยก11  ชุมชุนวัดเกาะ แขวงบางเชือกหนัง เขตตลิ่งชัน กทม,การเข้าถึงของคนพิการ&ผู้สูงอายุ
ขอบคุณครับ แต่ที่ล้างหน้าวัดปรินายกครับ ด้านทางเดินริมคลองรอบกรุง(บางลำพู) ไม่ได้ล้าง แต่ตอนนี้คงไม่ต้องเพราะฝนตกทั้งคืน ทำให้สะอาดขึ้น กลิ่นดีขึ้นมากครับ รถสุขาและถังน้ำยังไม่เห็นครับ ถ้าสามารถให้ได้จะเป็นพระคุณอย่างสูงสำหรับม็อบครับ สงสารคนแก่ที่มา เข้าใจดีครับคุณผู้ว่าและเจ้าหน้าที่กำลังยุ่งกับเรื่องฝนที่ทำให้น้ำท่วมรอบนอก ขอขอบพระคุณอย่างสูงครับ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
คนจรจัดเจ้าเก่าเจ้าเดิม นั่งอยู่ป้ายรถเมล์ ทั้งวันอีกแล้วครับท่าน น่าากลัวมาก,คนไร้บ้าน&ขอทาน
พบแมวจรค่ะ,สัตว์
"ระบบการจัดการขยะ เส้นถนนนราธิวาสฯตัดใหม่ สาทร สกปรกและไม่เหมาะสมกับการจัดวางตามป้ายรถเมล์ค่ะ เช่นซอยนราธิวาสฯ13 ,และฝั่งตรงข้าม (บริเวณสถานีบีอาร์ที อาคารสงเคราะห์)","('ขยะ', 'ขยะ')"
เอากรวยมาตั้งขวางไปเลยนึงตลอดเลย,"('ถนน', 'รถจอดขวางถนน')"
เป็นที่สาธารณะประโยชน์นะครับผมมีโฉนดที่ดิน,reject
ตรวจสอบการทุจริตภายในโรงเรียนของผู้บริหารสถานศึกษา และมาตรฐานการคัดเลือกข้าราชการครูให้เป็นผู้บริหารสถานศึกษา,กรุงเทพโปร่งใส&ทุจริต
ป้ายรถเมล์ ไม่มีหลังคา ฝนตกเปียกตลอดเลย,รถสาธารณะ
ป้ายหาเสียงติดอยู่ที่เสาไฟฟ้าบริเวณซอยสองพระยังไม่ถูกเก็บ,"('ขยะ', 'ขยะ')"
มีการเปิดฝาท่อบาทวิถีแล้วไม่เก็บงานให้เรียบร้อย,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
แจ้งเรื่องเทปูนหน้าบ้านค่ะ,reject
โครงการก่อสร้าง บลู คอนโด สุขุมวิท105 ด่อสร้างเลยเวลาที่กำกนดตลอด แจ้งหลายครั้งร้องเรียนหลายครั้งแล้วก็ยังเหมือนเดิม,เสียง
สายไฟระโยงระยาง บริเวณตั้งแต่สถานีไฟฉาย ถึงหน้าปากซอยวัดรวกสุทธาราม,"('ไฟฟ้า', 'เสาไฟฟ้า&สายไฟฟ้า')"
ฝาท่อระบายน้ำแตก ทำให้เด็กเดินขาพลิก และท่อส่งกลิ่นเน่าเหม็น,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ฝาท่อหน้าเดอะมอลท่าพระ นู้นขึ้นมาทำให้สะดุดได้ง่ายเพราะเป็นบริเวณทางเท้าข้างๆป้ายรถเมล์,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
กลิ่นอาหารรบกวนทุกวันมาไม่ต่ำกว่า๒๐ปี ขอให้รื้อส่วนติดกับรั้ว  กลิ่นเหม็น บ้านเลขที่4  ทุ่งเศรษฐี๑๘ เขตประเวศ,มลภาวะทางอากาศ
กองขยะซอยเชื่อมสัมพันธ์13 กองใหญ่และส่งกลิ่นเหม็นมากครับ,"('ขยะ', 'ขยะ')"
ผ่านทางมาเห็น ทางม้าลายเเละเส้นจราจรสีจาง รบกวนทาสีให้ชัดเจนเพื่อความปลอดภัยหน่อยครับ ถนนสารสิน เเยกหลังสวน ด้านข้างสวนลุมพินี พื้นที่รับผิดชอบ สน.ลุมพินี เขตปทุมวัน ทางม้าลายเเละเส้นจราจรสีจาง,"('ถนน', 'ทางม้าลาย')"
ร้านนายแว่นตั้งอุปกรณ์ รุกล้ำทางเดินเท้า,"('ทางเท้า', 'หาบเร่แผงลอย')"
หลุมบนถนนก่อสร้าง นำสายไฟฟ้าลงดิน หน้าวัดสุวรรณ,"('ถนน', 'พื้นผิวถนนชำรุด')"
ต้องการให้มาทำหมันแมวจรจัด  ไม่มีเจ้าของ,สัตว์
อยากให้มีไฟเขียว ไฟแดง ตรงแยก กำนันแม้น วัดสิงห์ แล้วเพิ่มไฟส่องทาง เพราะกลางคืน มืดมาก ข้ามถนน อันตรายสุดๆ,"('ถนน', 'ทางม้าลาย')"
เข้าไปในซอยร้านอาหารที่ราบสูงนะคะ,reject
ชุมชนของเราได้รับความเดิอดร้อนมานานในเรื่องของเสียงและกลิ่นครับ,เสียง
ห้องน้ำผู้พิการชำรุดเสียหายใช้งานไม่ได้ ยังพบเห็นผู้สูงอายุนั่ง wheelchair ใช้บริการสวน  สวนหลวงร.9 ใกล้ที่จอดรถฝั่งทางเข้าประตู5 มณฑารพ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
ถนนชำรุดเป็นหลุม,"('ถนน', 'พื้นผิวถนนชำรุด')"
1. พบการขายคนมนุษย์ และใช่แรงงานเด็ก : มีขอทานผู้หญิงวัยกลางคนพาเด็กอ่อนมาการขอทานตรงบันไดเข้าห้างเซ็นปิ่นเกล้าตั้งแต่ 10.30 ถึงเย็น,คนไร้บ้าน&ขอทาน
ซ่อมฟุตบาทแล้วเก็บไม่เรียบร้อย,"('ทางเท้า', 'ทางเท้าชำรุด')"
รถไม่เคารพกฎจราจร #ทางม้าลาย,"('ถนน', 'ทางม้าลาย')"
โค้งอันตราย ราษฎร์อุทิศซอย1 เกิดอุบัติเหตุหลายครั้งต่อปี อยากให้ทำพื้นฝืดทางโค้ง สีแดงๆครับ,"('ถนน', 'พื้นผิวถนนชำรุด')"
ขยะบริเวณสถานีรถไฟจรัญสนิทวงศ์,"('ขยะ', 'ขยะ')"
มีประเภทอะไรบ้างครับ,reject
ทางเท้าไม่ปลอดภัย,"('ทางเท้า', 'ทางเท้าชำรุด')"
วินมอเตอร์จองพื้นที่จอดรถตรงทางเข้าศิริราช ซึ่งทำให้ไม่สะดวกในการสัญจร ปกติวินมอเตอร์ไซด์จะมีที่จอด ซึ่งไม่ใช่บนถนน,วินมอเตอร์ไซค์
1.สัญญาณไฟให้คนข้ามทางม้าลายเสีย บริเวณนั้นมีคนเดินปริมาณมากเป็นอันตรายต่อคนข้ามถนน บริเวณหน้าตลาดนัดจตุจักร 2 เขตมีนบุรี  2. มอเตอร์ไซค์ใช้ช่องบริเวณคนข้ามยืนพักระหว่างถนน 2 ฝั่งกลับรถ เป็นอันตรายต่อคนเดินถนน,"('ถนน', 'ทางม้าลาย')"
1 รถเข็นขายอาหารข้างทาง สร้างมลภาวะทางฝุ่นอย่างมาก,มลภาวะทางอากาศ
ฝาท่อแตก มีการพันเขตอันตราย ขวางทางเดิน,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ประเภทเรื่องที่แจ้งคือ เสียหาย รางวีไม่สามารถระบาบน้ำได้ ส่วนท่อประปาปูดขึ้นมาบนผิวถนนรอวันแตก,ประปา
ทางเดินแย่,"('ทางเท้า', 'ทางเท้าชำรุด')"
รถจอดริมถนนสุขุมวิทซอย สาม นานาเหนือ ( เส้นเดียวกับ รพ บำรุงราษฏร์ จอดตลอดเส้นเริ่มตั้งแต่เลี้ยวจากเพชรบุรีมา จนข้ามสะพาน และจากบำรุงราษฏร์ไปถึงปากซอย ทำให้รถติดมาก นะครับ,จราจร
ถนนขรุขระ,"('ถนน', 'พื้นผิวถนนชำรุด')"
ทางเดินเท้าเลียบคลองสี่ หลังหมู่บ้านแฮปปี้เพลสหักพัง ชาวบ้านต้องซ่อมกันใช้เองค่ะ,"('ทางเท้า', 'ทางเท้าชำรุด')"
มีการติดตั้งซุ้มกีดขวางทางเท้า ปิดทับเสันสัญลักษ์คนพิการ บริเวณหน้าธนาคาร ... เลย BTS อารีย์ ฝั่งขาเข้า ไม่ทราบว่าได้ขออนุญาตหรือไม่ เพราะเป็นพื้นที่สาธรณะ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
น้ำประปาไม่ไหลครับ,ประปา
ฝาท่อระบายน้ำไม่เท่ากัน เดินสะดุด,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
มีหลุมกลางถนน ในซอยจรัญ71 แยก 10 ใกล้ร้านตัดผมชายชิคกี้คะ,"('ถนน', 'พื้นผิวถนนชำรุด')"
ขอขยายเวลาเปิดสวนสาธารณะในพื้นที่การรถไฟฟ้าแบบเต็มวันเนื่องจากปัจจุบันเปิดเพียงช่วงเช้า 05.00-07.00น ในวันธรรมดา และช่วงเย็นเท่านั้น  สถานที่ราชการ รัฐวิสาหกิจสามารถเป็นพื้นที่ให้ประชาชนได้พักผ่อนได้ตลอดทั้งวัน,สวนสาธารณะ
หลอดไฟ ทางเดินเชื่อมจาก Bts ศาลาแดง ไป รพ.จุฬา ไฟขาดมานานแล้ว และบนสะพานลอย มักจะมีคนเร่ร่อนมาอาศัยอยู่ช่วงกลางคืน,คนไร้บ้าน&ขอทาน
ซอยเพชรเกษม66 หลังข้ามคลองไป มีขยะมากมาย รถเก็บขยะไม่เก็บ  อ้างว่าเป็นที่เอกชน  แต่ถนนตรงนั้นเปิดให้สัญจรเป็นทางลัดไปซอยเพชรเกษม68 เปิดมานานเป็นสิบๆปีแล้ว  ไม่เคยปิดกั้น  รบกวนทางเขต เข้าไปเก็บขยะสม่ำเสมอทุกวัน มันจะไม่เกิดปัญหาขยะล้นแบบนี้,"('ขยะ', 'ขยะ')"
สุนัขจรจัด ปากซอยรามอินทรา 117  อยู่ในพื้นที่รบกวนประชาชนที่ใช้บริการในพื้นที่ครับ,สัตว์
ดิฉันเป็นคนพิการเดินลำบากมากค่ะ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
ร้องเรียนร้านคาราโอเกะเสียงดัง,เสียง
